OBJECTID,GlobalID,Name,Latitude,Longitude,Activity,Description,Website,Notes,Category,County,Record Type,TrailID,Registered,Trail Activity,Format,Grade,Difficulty,Trail Type,Length in Km,Time To Complete,Location Network,DogsAllowedOriginal,Dogs Allowed,Ascent Metres,WalksScheme,ManagementOrganisation,ExternalLinks,NearestTownStart,NearestTownFinish,StartPoint,FinishPoint,WaymarkingDescription,Facilities,GridRefStart,GridRefFinish,MapGuides,OSiMaps,PublicTransport,Comment,DataOwner,sourceglobalid,TrailHeadType,x,y
63290,ab5e3f53-7da3-4187-95e9-850aaf57679d,Ticknock - Mountain Bike Trail,53.253226,-6.246115,Cycling,"This is a challenging, rocky, technical trail throughout which is quite exposed on the upper slopes and can be very windy.  Forest road climbs lead into singletrack, varying from fast, open and flowing to twisty, technical rocky sections with loads of ups and downs, big descents and berm turns.  This technical trail tests all a rider's skills and abilities and is not for novices. Singletrack sections are narrow, sometimes steep with variable surfaces, including rocks, mud, roots, loose stones and gravel and may become slippery when wet. The views are spectacular over Dublin City and Bay and the Wicklow Mountains.",https://www.sportireland.ie/outdoors/cycling-off-road/trails/ticknock-mountain-bike-trail,,"outdoor & adventure , leisure & recreation",Dublin,Trail,430,Yes,Cycling Off Road,Loop,Severe,Very Challenging,Mountain Biking Trail,8,60 mins,Ticknock Forest,No,No,220,No,Coillte Dublin Mountains Partnership,https://www.coillte.ie/media/2017/01/ticknock_mtb_2018_300519.pdf|Link to downloadable map^ http://www.coillte.ie/site/ticknock/|Link to website with further information,Sandyford,Sandyford,Ticknock forest entrance car park,Ticknock forest entrance car park,,Car park,,,,Discovery Series Sheet 56,,"This is a challenging, rocky, technical trail throughout.  Forest road climbs lead you into singletrack, varying from fast, open and flowing to twisty, technical rocky sections with loads of ups and downs, big descents and berm turns.  This technical trail tests all a rider's skills and abilities - not for novices.
Roughly 4km of the waymarked loop is singletrack and these sections are narrow, sometimes steep trails of not more than 1m in width with variable surfaces, including rocks, mud, roots, loose stones and gravel and they may become slippery in wet weather.  The single track also crosses walking trails at a number of points so take care, caution walkers.  The remaining 4km of the waymarked loop are forest roads and you should expect to encounter vehicles and other forest users at any time on these parts of the loop.
The trail is quite exposed on the upper slpes and can be very windy in poor weather.  Please ensure your bike is in good working order and that you have an appropriate fitness and skill level to undertake these trails.  All riders should be appropriately dressed and wear a helmet at all times. ",Sport Ireland,0ffaa69d-f75d-4dd9-9c35-9952c957b668,Start,-6.246115,53.253226
63291,027a81a4-ccf5-434f-b81a-58ddfa069a89,Ticknock - Fairy Castle Loop,53.253226,-6.246115,Walking,This is a lovely looped walk on forest road and path through the Three Rock Wood with wonderful views over Dublin from Three Rock Mountain and Fairy Castle.,https://www.sportireland.ie/outdoors/walking/trails/ticknock-fairy-castle-loop,,leisure & recreation,Dublin,Trail,431,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,5.5,1.75 hours,Ticknock Forest,Under effective control,Yes,210,No,Coillte Dublin Mountains Partnership,https://www.coillte.ie/media/2017/01/kilmashogue_tiknock_all_routes.pdf |Link to downloadable map^ http://www.coillte.ie/site/ticknock/ |Link to website with further information,Sandyford,Sandyford,Ticknock forest entrance car park,Ticknock forest entrance car park,,Car park,,,,Discovery Series Sheet 56,,,Sport Ireland,14d21c64-3973-4b21-9eb7-aa95aaa608c9,Start,-6.246115,53.253226
63292,826a9ca6-fc24-4a3f-a827-44ee421103f2,Castlemartyr - Mitchell's Wood Loop,51.908691,-8.052247,Walking,"This Loop follows forest roads and tracks in this former estate, passing close to the Kiltha River, a Folly and the Camellia Gardens.",https://www.sportireland.ie/outdoors/walking/trails/castlemartyr-mitchells-wood-loop,,leisure & recreation,Cork,Trail,433,Yes,Walking,Loop,Easy,Easy,Walking Trail,2.4,45 mins,Castlemartyr Wood,Under effective control,Yes,10,No,Coillte South,https://www.coillte.ie/media/2017/09/CK_Castlemartyr_150317_FINAL.pdf |Link to downloadable map^ https://www.coillte.ie/site/castlemartyr/ |Link to website with further information,Castlemartyr,Castlemartyr,Mitchells Wood entrance car park,Mitchells Wood entrance car park,Green arrow,Car park,,,,Discovery Series Sheet 81,,,Sport Ireland,5daa3b8c-3d4c-4516-af50-e27c9623053f,Start,-8.052247,51.908691
63293,f87fb6d5-be30-4484-943f-f5879c468b73,Carrigfadda - Carrigfadda Hill Walk,51.628925,-9.079291,Walking,Carrigfadda Hill Walk is a linear walk on path with a wooded looped section climbing strenuously to the top of Carrigfadda Hill where there is a 7 metre high Marian Year cross at the summit. There are fantastic panoramic views of the West Cork countryside as well as the coastline.,https://www.sportireland.ie/outdoors/walking/trails/carrigfadda-carrigfadda-hill-walk,,leisure & recreation,Cork,Trail,434,Yes,Walking,Linear,Strenuous,Challenging,Walking Trail,3.7,1.3 hours,Carrigfadda Forest,Under effective control,Yes,180,No,Coillte South,https://www.coillte.ie/media/2017/01/Cork-Carrigfadda.pdf |Link to downloadable map^ https://www.coillte.ie/site/carrigfadda/|Link to website with further information,Rosscarbery,Rosscarbery,Carrigfadda Church car park,Carrigfadda Church car park,Red arrow,,,,,Discovery Series Sheets 86 and 89,,,Sport Ireland,bd8f84a7-3a06-400a-bd7f-591fedf8f849,Start,-9.079291,51.628925
63294,d4a61820-d8fc-46ee-943c-08b156a7f8bd,Carrigfadda - Carrigfadda Hill Walk,51.628925,-9.079291,Walking,Carrigfadda Hill Walk is a linear walk on path with a wooded looped section climbing strenuously to the top of Carrigfadda Hill where there is a 7 metre high Marian Year cross at the summit. There are fantastic panoramic views of the West Cork countryside as well as the coastline.,https://www.sportireland.ie/outdoors/walking/trails/carrigfadda-carrigfadda-hill-walk,,leisure & recreation,Cork,Trail,434,Yes,Walking,Linear,Strenuous,Challenging,Walking Trail,3.7,1.3 hours,Carrigfadda Forest,Under effective control,Yes,180,No,Coillte South,https://www.coillte.ie/media/2017/01/Cork-Carrigfadda.pdf |Link to downloadable map^ https://www.coillte.ie/site/carrigfadda/|Link to website with further information,Rosscarbery,Rosscarbery,Carrigfadda Church car park,Carrigfadda Church car park,Red arrow,,,,,Discovery Series Sheets 86 and 89,,,Sport Ireland,639e7753-56c3-48a0-ac75-785cb487bc0f,Finish,-9.079291,51.628925
63295,725739c1-713b-4994-be19-df156ab585bb,Garrettstown - Kilmore Loop,51.662405,-8.594426,Walking,,https://www.sportireland.ie/outdoors/walking/trails/garrettstown-kilmore-loop,,leisure & recreation,Cork,Trail,435,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,1.5,30 mins,Garrettstown,Under effective control,Yes,70,No,Coillte South,https://www.coillte.ie/media/2016/12/Cork-Ballinspittle.-Garrettstown.pdf |Link to downloadable map^ https://www.coillte.ie/site/ballinspittle-garrettstown-2/ |Link to website with further information,Ballinspittle Village,Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,Orange arrow,,,,,Discovery Series Sheets 86 or 87,,,Sport Ireland,f0cda9bd-1144-4db1-9511-413ae843a1bf,Start,-8.594426,51.662405
63296,f1e38f73-32ff-421f-b276-78a817c2fa95,Garrettstown - Old Deerpark Loop,51.662405,-8.594426,Walking,,https://www.sportireland.ie/outdoors/walking/trails/garrettstown-old-deerpark-loop,,leisure & recreation,Cork,Trail,436,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,5.2,1.75 hours,Garrettstown,Under effective control,Yes,70,No,Coillte South,https://www.coillte.ie/media/2016/12/Cork-Ballinspittle.-Garrettstown.pdf |Link to downloadable map^ https://www.coillte.ie/site/ballinspittle-garrettstown-2/ |Link to website with further information,Ballinspittle Village,Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,Inside gate and pillars at main entrance beside Ballinspittle Village,Blue arrow,,,,,Discovery Series Sheets 86 or 87,,,Sport Ireland,5cba5a74-a783-47ab-8c35-4c881be6fa4a,Start,-8.594426,51.662405
63297,1df7f7c0-0a5d-4a8d-a838-82c70486b1cd,Marl Bog - Lakeside Walk,52.549735,-8.057387,Walking,"The trail circles the man-made duck pond in this wildlife and wildfowl reserve of mixed coniferous and deciduous woodland on forest road, track and path. The level of the water in the pond is controlled by sluice gates and there are several viewing points along the shore of the pond.",https://www.sportireland.ie/outdoors/walking/trails/marl-bog-lakeside-walk,,leisure & recreation,Tipperary,Trail,437,Yes,Walking,Loop,Easy,Easy,Walking Trail,2,40 mins,Marl Bog,Under effective control,Yes,,No,Coillte South,https://www.coillte.ie/media/2017/01/Tipperary-Marlbog_260615_final.pdf |Link to downloadable map^ https://www.coillte.ie/site/marl-bog/ |Link to website with further information,Dundrum,Dundrum,Marl Bog forest's entrance car park,Marl Bog forest's entrance car park,,Car park,,,,,,,Sport Ireland,39c9d992-830b-4ca7-b489-43f55ec98a64,Start,-8.057387,52.549735
63298,d72a1dc0-22ff-4827-9553-b12b013d017a,Marl Bog - Forest Walk,52.549735,-8.057387,Walking,"This walk explores the Bog's various habitats in this wildlife and wildfowl reserve through mainly deciduous woodland on forest road, track and path. It passes the man-made duck pond and two long straight stretches of trail pass through the wetter part of the forest. There are several viewing points along the shore of the pond.",https://www.sportireland.ie/outdoors/walking/trails/marl-bog-forest-walk,,leisure & recreation,Tipperary,Trail,438,Yes,Walking,Loop,Easy,Easy,Walking Trail,3,60 mins,Marl Bog,Under effective control,Yes,10,No,Coillte South,https://www.coillte.ie/media/2017/01/Tipperary-Marlbog_260615_final.pdf |Link to downloadable map^ https://www.coillte.ie/site/marl-bog/ |Link to website with further information,Dundrum,Dundrum,Marl Bog forest's entrance car park,Marl Bog forest's entrance car park,,Car park,,,,,,,Sport Ireland,b6008c7c-f535-416c-a834-9703029e9297,Start,-8.057387,52.549735
63299,40a4cd4f-c718-4208-bd70-d781c956ae55,Castleblagh - Woodland Trail,52.136741,-8.398844,Walking,"This trail circles on forest road, track and path through a section of old woodland, which has been continuously wooded since the 1830's and is now managed for biodiversity. Views are of the adjoining countryside with Ballyhooly Church and Castle in the distance.",https://www.sportireland.ie/outdoors/walking/trails/castleblagh-woodland-trail,,leisure & recreation,Cork,Trail,439,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2.5,50 mins,Castleblagh Wood,Under effective control,Yes,50,No,Coillte South,https://www.coillte.ie/media/2017/01/Cork-Castleblagh.pdf |Link to downloadable map^ https://www.coillte.ie/site/castleblagh/ |Link to website with further information,Ballyhooly,Ballyhooly,Johnsons Wood forest entrance,Johnsons Wood forest entrance,,Car park,,,,,,,Sport Ireland,50ffe0e6-e4d8-4cfb-aa52-2720bec6c2b0,Start,-8.398844,52.136741
63300,3a87b93c-c88f-40e4-b28a-47f2d9c361a3,Ballyhoura - Nature Trail,52.3168655,-8.5028604,Walking,"This walk brings you through beautiful stands of mature Scot's Pine and Beech as it follows forest tracks and trails over the Lyre na Freaghaun stream, alongside Sitka Spruce plantations and adjacent to Gleann Easa Mór. Some sections are shared with mountain bikers.",https://www.sportireland.ie/outdoors/walking/trails/ballyhoura-nature-trail,,leisure & recreation,Limerick,Trail,440,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,4.8,1.75 hours,Ballyhoura Greenwood Forest,Under effective control,Yes,70,No,Ballyhoura Heritage & Environment CLG,https://www.coillte.ie/media/2018/07/LK_Ballyhoura_Greenwood_2018_Walking_Map.pdf |Link to downloadable map^ https://www.coillte.ie/site/ballyhoura/ |Link to website with further information,Ardpatrick,Ardpatrick,forest entrance car park at Greenwood,forest entrance car park at Greenwood,,Car park,,,,,,,Sport Ireland,fba81a35-46cb-421a-aae4-f4c5c431f907,Start,-8.5028604,52.3168655
63301,36d9ba62-c2f6-4101-93c2-9ab1f490a3a6,Drumharriff - Forest Stroll,54.547933,-7.829894,Walking,,https://www.sportireland.ie/outdoors/walking/trails/drumharriff-forest-stroll,,leisure & recreation,Donegal,Trail,441,Yes,Walking,Loop,Easy,Easy,Walking Trail,1.5,60 mins,Drumharriff Wood,Under effective control,Yes,10,No,Coillte West,https://www.coillte.ie/media/2017/01/Donegal-Drumharrif.Pettigo_051213.pdf |Link to downloadable map^ https://www.coillte.ie/site/drumharriff/ |Link to website with further information,Pettigo,Pettigo,From carpark at Pettigo,From carpark at Pettigo,,Car park,,,,,,,Sport Ireland,068dc4c4-8407-4ee9-8df0-7208c6dfb4d2,Start,-7.829894,54.547933
63302,a9f33e68-1fb5-4c5e-8f05-bafb32817d00,Cavan Burren Park - Calf House Dolmen Trail,54.2658,-7.889995,Walking,,https://www.sportireland.ie/outdoors/walking/trails/cavan-burren-park-calf-house-dolmen-trail,,leisure & recreation,Cavan,Trail,442,Yes,Walking,Loop,Easy,Easy,Walking Trail,1.2,30 minutes,Cavan Burren Park,Under effective control,Yes,25,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Cavan-Cavan_Burren_Park.pdf|Link to downloadable map^ https://www.coillte.ie/site/cavan-burren-park/|Link to website with further information,Blacklion,Blacklion,Car Park,Car Park,Green,Car Park,H 073 350,H 073 350,,Discovery Series Sheet 26,,,Sport Ireland,5dbf9ccc-5cfc-474e-ba0f-cf08d0acc989,Start,-7.889995,54.2658
63303,be9af1c4-fe3e-481f-844a-8a27f35e6030,Cavan Burren Park - Giant's Leap Trail,54.2658,-7.889995,Walking,,https://www.sportireland.ie/outdoors/walking/trails/cavan-burren-park-giants-leap-trail,,leisure & recreation,Cavan,Trail,443,Yes,Walking,Loop,Easy,Easy,Walking Trail,2.5,45 minutes,Cavan Burren Park,Under effective control,Yes,35,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Cavan-Cavan_Burren_Park.pdf|Link to downloadable map^ https://www.coillte.ie/site/cavan-burren-park/|Link to website with further information,Blacklion,Blacklion,Car Park,Car Park,Orange,Car Park,H 073 350,H 073 350,,Discovery Series Sheet 26,,,Sport Ireland,5d9c252a-d39d-4c7e-ad04-04462bcefb09,Start,-7.889995,54.2658
63304,0dfd59ba-f322-4530-890a-69dea025c4f4,Cavan Burren Park - Promontry Fort Trail,54.2658,-7.889995,Walking,,https://www.sportireland.ie/outdoors/walking/trails/cavan-burren-park-promontry-fort-trail,,leisure & recreation,Cavan,Trail,444,Yes,Walking,Loop,Moderate,Moderate,Walking Trail,2.8,1 hour,Cavan Burren Park,Under effective control,Yes,65,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Cavan-Cavan_Burren_Park.pdf|Link to downloadable map^ https://www.coillte.ie/site/cavan-burren-park/|Link to website with further information,Blacklion,Blacklion,Car Park,Car Park,Purple,Car Park,H 073 350,H 073 350,,Discovery Series Sheet 26,,,Sport Ireland,de9124e1-e441-4707-aaf5-425f377a5506,Start,-7.889995,54.2658
63305,282fca6b-a494-4d7c-afc9-c7cb67e5fb85,Cavan Burren Park - Tullygobban Lough Trail,54.2658,-7.889995,Walking,,https://www.sportireland.ie/outdoors/walking/trails/cavan-burren-park-tullygobban-lough-trail,,leisure & recreation,Cavan,Trail,445,Yes,Walking,Loop,Easy,Easy,Walking Trail,1.6,45 minutes,Cavan Burren Park,Under effective control,Yes,15,No,Coillte North and East,https://www.coillte.ie/media/2017/01/Cavan-Cavan_Burren_Park.pdf|Link to downloadable map^ https://www.coillte.ie/site/cavan-burren-park/|Link to website with further information,Blacklion,Blacklion,Car Park,Car Park,Red,Car Park,H 073 350,H 073 350,,Discovery Series Sheet 26,,,Sport Ireland,e87c2749-2219-4887-88e2-b1273401aae6,Start,-7.889995,54.2658
63306,95b1c50d-ac4f-491f-8ca7-051c0d14b614,Raheens Wood Trail,53.84908,-9.35759,Walking,,https://www.sportireland.ie/outdoors/walking/trails/raheens-wood-trail,,leisure & recreation,Mayo,Trail,446,Yes,Walking,Loop,Easy,Easy,Walking Trail,1.8,1 hour,Raheens Wood,Under effective control,Yes,20,No,Coillte West,https://www.coillte.ie/media/2017/01/Mayo-Raheens-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/raheens-wood/ |Link to website with further information,Castlebar,Castlebar,Raheens Wood Car Park,Raheens Wood Car Park,Red,Car Park,M 10714 89680,M 10714 89680,,Discovery Series Sheet 31,,,Sport Ireland,836bcbc1-b158-4695-a79b-01a763b66c7d,Start,-9.35759,53.84908
63307,117a3550-c75c-411d-b5e9-ee20ba411fe0,Raheens Wood Multi Access,53.84908,-9.35759,Walking,,https://www.sportireland.ie/outdoors/walking/trails/raheens-wood-multi-access,,leisure & recreation,Mayo,Trail,447,Yes,Walking,Linear,Multi-Access,Very Easy,Walking Trail,0.3,20 minutes,Raheens Wood,Under effective control,Yes,,No,Coillte West,https://www.coillte.ie/media/2017/01/Mayo-Raheens-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/raheens-wood/ |Link to website with further information,Castlebar,Castlebar,Raheens Wood Car Park,Raheens Wood Car Park,Blue,Car Park,M 10714 89680,M 10714 89680,,Discovery Series Sheet 31,,,Sport Ireland,b6036163-6328-4b93-9258-7d87d3117629,Start,-9.35759,53.84908
63308,981855b5-15ad-4f30-8d8b-1d1b7df4eb7c,Raheens Wood Multi Access,53.84908,-9.35759,Walking,,https://www.sportireland.ie/outdoors/walking/trails/raheens-wood-multi-access,,leisure & recreation,Mayo,Trail,447,Yes,Walking,Linear,Multi-Access,Very Easy,Walking Trail,0.3,20 minutes,Raheens Wood,Under effective control,Yes,,No,Coillte West,https://www.coillte.ie/media/2017/01/Mayo-Raheens-Wood.pdf|Link to downloadable map^ https://www.coillte.ie/site/raheens-wood/ |Link to website with further information,Castlebar,Castlebar,Raheens Wood Car Park,Raheens Wood Car Park,Blue,Car Park,M 10714 89680,M 10714 89680,,Discovery Series Sheet 31,,,Sport Ireland,0f129f63-0446-4874-805f-3743901c6a72,Finish,-9.35759,53.84908
